Países,Quantidade (Kg),Valor (US$),Ano,Produto
Macau,-,-,2021,Vinho de mesa
Malásia,-,-,2021,Vinho de mesa
Malavi,-,-,2021,Vinho de mesa
Malta,3.441,15.454,2021,Vinho de mesa
"Marshall, Ilhas",8.644,22.561,2021,Vinho de mesa
Martinica,-,-,2021,Vinho de mesa
Mauritânia,9,85,2021,Vinho de mesa
México,9,2,2021,Vinho de mesa
Moçambique,-,-,2021,Vinho de mesa
Montenegro,14,65,2021,Vinho de mesa
Namíbia,-,-,2021,Vinho de mesa
Nicarágua,-,-,2021,Vinho de mesa
Nigéria,68.247,113.172,2021,Vinho de mesa
Noruega,1.878,8.320,2021,Vinho de mesa
Nova Caledônia,7.227,11.924,2021,Vinho de mesa
Nova Zelândia,657,10.477,2021,Vinho de mesa
Omã,-,-,2021,Vinho de mesa
Países Baixos,3.791,8.484,2021,Vinho de mesa
Palau,-,-,2021,Vinho de mesa
Panamá,29.520,48.444,2021,Vinho de mesa
Paraguai,6.522.527,7.192.362,2021,Vinho de mesa
Peru,9.720,17.107,2021,Vinho de mesa
Pitcairn,-,-,2021,Vinho de mesa
Polônia,4,14,2021,Vinho de mesa
Porto Rico,-,-,2021,Vinho de mesa
Portugal,6.358,42.633,2021,Vinho de mesa
Quênia,-,-,2021,Vinho de mesa
Reino Unido,25.316,122.394,2021,Vinho de mesa
República Dominicana,-,-,2021,Vinho de mesa
Rússia,181.931,312.926,2021,Vinho de mesa
São Cristóvão e Névis,-,-,2021,Vinho de mesa
São Tomé e Príncipe,-,-,2021,Vinho de mesa
São Vicente e Granadinas,8,48,2021,Vinho de mesa
Senegal,-,-,2021,Vinho de mesa
Serra Leoa,6.525,12.955,2021,Vinho de mesa
Singapura,4.504,14.346,2021,Vinho de mesa
Suazilândia,10,24,2021,Vinho de mesa
Suécia,23,74,2021,Vinho de mesa
Suíça,627,6.999,2021,Vinho de mesa
Suriname,900,1.472,2021,Vinho de mesa
Tailândia,1.334,2.529,2021,Vinho de mesa
Taiwan (Formosa),1.313,8.153,2021,Vinho de mesa
Tanzânia,-,-,2021,Vinho de mesa
"Tcheca, República",456,5.988,2021,Vinho de mesa
Togo,1.890,2.012,2021,Vinho de mesa
Toquelau,-,-,2021,Vinho de mesa
Trinidade Tobago,-,-,2021,Vinho de mesa
Tunísia,-,-,2021,Vinho de mesa
Turquia,343,878,2021,Vinho de mesa
Tuvalu,-,-,2021,Vinho de mesa
Uruguai,136.774,149.842,2021,Vinho de mesa
Vanuatu,-,-,2021,Vinho de mesa
Venezuela,26.415,35.944,2021,Vinho de mesa
Vietnã,-,-,2021,Vinho de mesa
Afeganistão,-,-,2022,Vinho de mesa
África do Sul,-,-,2022,Vinho de mesa
"Alemanha, República Democrática",7.630,45.367,2022,Vinho de mesa
Angola,4.068,4.761,2022,Vinho de mesa
Anguilla,-,-,2022,Vinho de mesa
Antígua e Barbuda,419,1.866,2022,Vinho de mesa
Antilhas Holandesas,-,-,2022,Vinho de mesa
Arábia Saudita,-,-,2022,Vinho de mesa
Argentina,480,3.232,2022,Vinho de mesa
Aruba,-,-,2022,Vinho de mesa
Austrália,1.424,12.299,2022,Vinho de mesa
Áustria,6,212,2022,Vinho de mesa
Bahamas,1.215,5.799,2022,Vinho de mesa
Bangladesh,7,84,2022,Vinho de mesa
Barbados,220,1.145,2022,Vinho de mesa
Barein,979,2.789,2022,Vinho de mesa
Bélgica,828,6.145,2022,Vinho de mesa
Belice,-,-,2022,Vinho de mesa
Benin,-,-,2022,Vinho de mesa
Bermudas,-,-,2022,Vinho de mesa
Bolívia,32.530,49.011,2022,Vinho de mesa
Bósnia-Herzegovina,-,-,2022,Vinho de mesa
Brasil,2.504,952,2022,Vinho de mesa
Bulgária,5,31,2022,Vinho de mesa
Cabo Verde,-,-,2022,Vinho de mesa
Camarões,-,-,2022,Vinho de mesa
Canadá,1.183,5.784,2022,Vinho de mesa
Catar,-,-,2022,Vinho de mesa
"Cayman, Ilhas",160,958,2022,Vinho de mesa
Chile,2.094,7.986,2022,Vinho de mesa
China,105.395,404.647,2022,Vinho de mesa
Chipre,1.521,4.458,2022,Vinho de mesa
Cingapura,-,-,2022,Vinho de mesa
"Cocos (Keeling), Ilhas",26,60,2022,Vinho de mesa
Colômbia,8.217,14.068,2022,Vinho de mesa
Comores,-,-,2022,Vinho de mesa
Congo,-,-,2022,Vinho de mesa
"Coreia, Republica Sul",77,257,2022,Vinho de mesa
Costa do Marfim,-,-,2022,Vinho de mesa
Costa Rica,-,-,2022,Vinho de mesa
Croácia,34,484,2022,Vinho de mesa
Cuba,16,6,2022,Vinho de mesa
Curaçao,40.673,66.950,2022,Vinho de mesa
Dinamarca,2,6,2022,Vinho de mesa
Dominica,1.485,2.223,2022,Vinho de mesa
El Salvador,-,-,2022,Vinho de mesa
Emirados Arabes Unidos,4.781,85.465,2022,Vinho de mesa
Equador,135,210,2022,Vinho de mesa
"Eslovaca, Republica",-,-,2022,Vinho de mesa
Espanha,-,-,2022,Vinho de mesa
Estados Unidos,220.373,447.893,2022,Vinho de mesa
Estônia,-,-,2022,Vinho de mesa
Filipinas,375,790,2022,Vinho de mesa
Finlândia,-,-,2022,Vinho de mesa
França,5.694,25.008,2022,Vinho de mesa
Gana,35.949,49.304,2022,Vinho de mesa
Gibraltar,-,-,2022,Vinho de mesa
Granada,5.610,7.914,2022,Vinho de mesa
Grécia,920,2.426,2022,Vinho de mesa
Guatemala,1.283,5.350,2022,Vinho de mesa
Guiana,2.064,5.823,2022,Vinho de mesa
Guiana Francesa,22,18,2022,Vinho de mesa
Guine Bissau,-,-,2022,Vinho de mesa
Guine Equatorial,-,-,2022,Vinho de mesa
Haiti,553.503,741.014,2022,Vinho de mesa
Honduras,-,-,2022,Vinho de mesa
Hong Kong,9.371,38.218,2022,Vinho de mesa
Hungria,-,-,2022,Vinho de mesa
Ilha de Man,165,641,2022,Vinho de mesa
Ilhas Virgens,-,-,2022,Vinho de mesa
India,247,1.021,2022,Vinho de mesa
Indonésia,-,-,2022,Vinho de mesa
Irã,47,90,2022,Vinho de mesa
Iraque,-,-,2022,Vinho de mesa
Irlanda,-,-,2022,Vinho de mesa
Itália,1.129,6.151,2022,Vinho de mesa
Jamaica,-,-,2022,Vinho de mesa
Japão,37.324,82.208,2022,Vinho de mesa
Jordânia,-,-,2022,Vinho de mesa
Letônia,-,-,2022,Vinho de mesa
Líbano,-,-,2022,Vinho de mesa
Libéria,9.145,34.815,2022,Vinho de mesa
Luxemburgo,36,802,2022,Vinho de mesa
Macau,-,-,2022,Vinho de mesa
Malásia,-,-,2022,Vinho de mesa
Malavi,-,-,2022,Vinho de mesa
Malta,3.127,15.587,2022,Vinho de mesa
"Marshall, Ilhas",7.240,27.178,2022,Vinho de mesa
Martinica,-,-,2022,Vinho de mesa
Mauritânia,-,-,2022,Vinho de mesa
México,6,33,2022,Vinho de mesa
Moçambique,383,1.927,2022,Vinho de mesa
Montenegro,-,-,2022,Vinho de mesa
Namíbia,-,-,2022,Vinho de mesa
Nicarágua,-,-,2022,Vinho de mesa
Nigéria,32.234,50.283,2022,Vinho de mesa
Noruega,2.711,40.316,2022,Vinho de mesa
Nova Caledônia,-,-,2022,Vinho de mesa
Nova Zelândia,63,156,2022,Vinho de mesa
Omã,194,670,2022,Vinho de mesa
Países Baixos,7.034,37.240,2022,Vinho de mesa
Palau,-,-,2022,Vinho de mesa
Panamá,11.490,49.392,2022,Vinho de mesa
Paraguai,5.076.670,7.156.293,2022,Vinho de mesa
Peru,-,-,2022,Vinho de mesa
Pitcairn,-,-,2022,Vinho de mesa
Polônia,-,-,2022,Vinho de mesa
Porto Rico,-,-,2022,Vinho de mesa
Portugal,1.918,7.613,2022,Vinho de mesa
Quênia,1.440,2.080,2022,Vinho de mesa
Reino Unido,18.835,138.154,2022,Vinho de mesa
República Dominicana,-,-,2022,Vinho de mesa
Rússia,66.046,118.618,2022,Vinho de mesa
São Cristóvão e Névis,-,-,2022,Vinho de mesa
São Tomé e Príncipe,-,-,2022,Vinho de mesa
São Vicente e Granadinas,20,51,2022,Vinho de mesa
Senegal,-,-,2022,Vinho de mesa
Serra Leoa,8.101,15.182,2022,Vinho de mesa
Singapura,4.322,15.434,2022,Vinho de mesa
Suazilândia,-,-,2022,Vinho de mesa
Suécia,5,18,2022,Vinho de mesa
Suíça,1.584,20.863,2022,Vinho de mesa
Suriname,1.225,3.360,2022,Vinho de mesa
Tailândia,432,1.713,2022,Vinho de mesa
Taiwan (Formosa),25,277,2022,Vinho de mesa
Tanzânia,-,-,2022,Vinho de mesa
"Tcheca, República",1.305,9.997,2022,Vinho de mesa
Togo,17.317,25.608,2022,Vinho de mesa
Toquelau,-,-,2022,Vinho de mesa
Trinidade Tobago,-,-,2022,Vinho de mesa
Tunísia,-,-,2022,Vinho de mesa
Turquia,418,503,2022,Vinho de mesa
Tuvalu,-,-,2022,Vinho de mesa
Uruguai,637.117,997.367,2022,Vinho de mesa
Vanuatu,-,-,2022,Vinho de mesa
Venezuela,23.220,32.351,2022,Vinho de mesa
Vietnã,130,277,2022,Vinho de mesa
Afeganistão,-,-,2023,Vinho de mesa
África do Sul,117,698,2023,Vinho de mesa
"Alemanha, República Democrática",4.806,31.853,2023,Vinho de mesa
Angola,-,-,2023,Vinho de mesa
Anguilla,-,-,2023,Vinho de mesa
Antígua e Barbuda,383,1.848,2023,Vinho de mesa
Antilhas Holandesas,-,-,2023,Vinho de mesa
Arábia Saudita,124,142,2023,Vinho de mesa
Argentina,4.545,36.133,2023,Vinho de mesa
Aruba,-,-,2023,Vinho de mesa
Austrália,2.485,13.565,2023,Vinho de mesa
Áustria,-,-,2023,Vinho de mesa
Bahamas,1.348,7.402,2023,Vinho de mesa
Bangladesh,-,-,2023,Vinho de mesa
Barbados,58,303,2023,Vinho de mesa
Barein,283,1.684,2023,Vinho de mesa
Bélgica,95,683,2023,Vinho de mesa
Belice,-,-,2023,Vinho de mesa
Benin,-,-,2023,Vinho de mesa
Bermudas,16,153,2023,Vinho de mesa
Bolívia,21.926,36.950,2023,Vinho de mesa
Bósnia-Herzegovina,-,-,2023,Vinho de mesa
Brasil,-,-,2023,Vinho de mesa
Bulgária,-,-,2023,Vinho de mesa
Cabo Verde,-,-,2023,Vinho de mesa
Camarões,-,-,2023,Vinho de mesa
Canadá,11.539,42.179,2023,Vinho de mesa
Catar,5,18,2023,Vinho de mesa
"Cayman, Ilhas",438,2.632,2023,Vinho de mesa
Chile,9,63,2023,Vinho de mesa
China,73.917,183.096,2023,Vinho de mesa
Chipre,524,2.995,2023,Vinho de mesa
Cingapura,-,-,2023,Vinho de mesa
"Cocos (Keeling), Ilhas",-,-,2023,Vinho de mesa
Colômbia,450,1.259,2023,Vinho de mesa
Comores,-,-,2023,Vinho de mesa
Congo,17.100,26.600,2023,Vinho de mesa
"Coreia, Republica Sul",25,171,2023,Vinho de mesa
Costa do Marfim,-,-,2023,Vinho de mesa
Costa Rica,-,-,2023,Vinho de mesa
Croácia,-,-,2023,Vinho de mesa
Cuba,-,-,2023,Vinho de mesa
Curaçao,25.135,40.807,2023,Vinho de mesa
Dinamarca,1.734,15.261,2023,Vinho de mesa
Dominica,-,-,2023,Vinho de mesa
El Salvador,-,-,2023,Vinho de mesa
Emirados Arabes Unidos,1.417,6.762,2023,Vinho de mesa
Equador,2.790,4.392,2023,Vinho de mesa
"Eslovaca, Republica",-,-,2023,Vinho de mesa
Espanha,180,4.171,2023,Vinho de mesa
Estados Unidos,229.839,429.091,2023,Vinho de mesa
Estônia,-,-,2023,Vinho de mesa
Filipinas,94,334,2023,Vinho de mesa
Finlândia,5,11,2023,Vinho de mesa
França,2.265,14.722,2023,Vinho de mesa
Gana,7.237,29.473,2023,Vinho de mesa
Gibraltar,-,-,2023,Vinho de mesa
Granada,-,-,2023,Vinho de mesa
Grécia,1.294,3.214,2023,Vinho de mesa
Guatemala,2.053,3.758,2023,Vinho de mesa
Guiana,33.651,88.715,2023,Vinho de mesa
Guiana Francesa,-,-,2023,Vinho de mesa
Guine Bissau,-,-,2023,Vinho de mesa
Guine Equatorial,-,-,2023,Vinho de mesa
Haiti,559.645,871.661,2023,Vinho de mesa
Honduras,-,-,2023,Vinho de mesa
Hong Kong,16.255,71.025,2023,Vinho de mesa
Hungria,-,-,2023,Vinho de mesa
Ilha de Man,1.428,4.533,2023,Vinho de mesa
Ilhas Virgens,-,-,2023,Vinho de mesa
India,60,170,2023,Vinho de mesa
Indonésia,9,30,2023,Vinho de mesa
Irã,-,-,2023,Vinho de mesa
Iraque,-,-,2023,Vinho de mesa
Irlanda,150,377,2023,Vinho de mesa
Itália,2.922,27.665,2023,Vinho de mesa
Jamaica,-,-,2023,Vinho de mesa
Japão,22.942,57.780,2023,Vinho de mesa
Jordânia,-,-,2023,Vinho de mesa
Letônia,8,8,2023,Vinho de mesa
Líbano,-,-,2023,Vinho de mesa
Libéria,39.784,42.463,2023,Vinho de mesa
Luxemburgo,581,7.048,2023,Vinho de mesa
Macau,7,6,2023,Vinho de mesa
Malásia,-,-,2023,Vinho de mesa
Malavi,3.660,6.252,2023,Vinho de mesa
Malta,6.561,24.199,2023,Vinho de mesa
"Marshall, Ilhas",7.417,31.691,2023,Vinho de mesa
Martinica,9,31,2023,Vinho de mesa
Mauritânia,-,-,2023,Vinho de mesa
México,3,19,2023,Vinho de mesa
Moçambique,-,-,2023,Vinho de mesa
Montenegro,-,-,2023,Vinho de mesa
Namíbia,-,-,2023,Vinho de mesa
Nicarágua,-,-,2023,Vinho de mesa
Nigéria,10.800,16.464,2023,Vinho de mesa
Noruega,861,4.243,2023,Vinho de mesa
Nova Caledônia,-,-,2023,Vinho de mesa
Nova Zelândia,338,7.177,2023,Vinho de mesa
Omã,-,-,2023,Vinho de mesa
Países Baixos,2.244,4.958,2023,Vinho de mesa
Palau,45,143,2023,Vinho de mesa
Panamá,14.785,68.173,2023,Vinho de mesa
Paraguai,3.780.378,5.517.263,2023,Vinho de mesa
Peru,47.277,84.282,2023,Vinho de mesa
Pitcairn,11,22,2023,Vinho de mesa
Polônia,298,590,2023,Vinho de mesa
Porto Rico,-,-,2023,Vinho de mesa
Portugal,13.742,46.311,2023,Vinho de mesa
Quênia,-,-,2023,Vinho de mesa
Reino Unido,11.326,84.547,2023,Vinho de mesa
República Dominicana,-,-,2023,Vinho de mesa
Rússia,-,-,2023,Vinho de mesa
São Cristóvão e Névis,16,31,2023,Vinho de mesa
São Tomé e Príncipe,-,-,2023,Vinho de mesa
São Vicente e Granadinas,39,139,2023,Vinho de mesa
Senegal,-,-,2023,Vinho de mesa
Serra Leoa,23.200,38.548,2023,Vinho de mesa
Singapura,3.941,19.781,2023,Vinho de mesa
Suazilândia,-,-,2023,Vinho de mesa
Suécia,-,-,2023,Vinho de mesa
Suíça,2.500,28.763,2023,Vinho de mesa
Suriname,3.105,5.235,2023,Vinho de mesa
Tailândia,189,1.387,2023,Vinho de mesa
Taiwan (Formosa),4.208,19.998,2023,Vinho de mesa
Tanzânia,-,-,2023,Vinho de mesa
"Tcheca, República",405,3.348,2023,Vinho de mesa
Togo,14.550,25.235,2023,Vinho de mesa
Toquelau,3,10,2023,Vinho de mesa
Trinidade Tobago,-,-,2023,Vinho de mesa
Tunísia,-,-,2023,Vinho de mesa
Turquia,28.104,95.421,2023,Vinho de mesa
Tuvalu,-,-,2023,Vinho de mesa
Uruguai,326.093,454.271,2023,Vinho de mesa
Vanuatu,-,-,2023,Vinho de mesa
Venezuela,141.030,220.512,2023,Vinho de mesa
Vietnã,72,128,2023,Vinho de mesa
Afeganistão,-,-,2024,Vinho de mesa
África do Sul,103,1783,2024,Vinho de mesa
"Alemanha, República Democrática",6666,48095,2024,Vinho de mesa
Angola,-,-,2024,Vinho de mesa
Anguilla,-,-,2024,Vinho de mesa
Antígua e Barbuda,447,3329,2024,Vinho de mesa
Antilhas Holandesas,-,-,2024,Vinho de mesa
Arábia Saudita,32,54,2024,Vinho de mesa
Argélia,6,87,2024,Vinho de mesa
Argentina,21015,167696,2024,Vinho de mesa
Aruba,-,-,2024,Vinho de mesa
Austrália,2070,19152,2024,Vinho de mesa
Áustria,-,-,2024,Vinho de mesa
Bahamas,1632,7457,2024,Vinho de mesa
Bangladesh,-,-,2024,Vinho de mesa
Barbados,773,580,2024,Vinho de mesa
Barein,178,1044,2024,Vinho de mesa
Bélgica,960,8334,2024,Vinho de mesa
Belice,-,-,2024,Vinho de mesa
Benin,-,-,2024,Vinho de mesa
Bermudas,102,823,2024,Vinho de mesa
Bolívia,20334,30293,2024,Vinho de mesa
Bósnia-Herzegovina,-,-,2024,Vinho de mesa
Brasil,96,244,2024,Vinho de mesa
Bulgária,18,184,2024,Vinho de mesa
Cabo Verde,-,-,2024,Vinho de mesa
Camarões,-,-,2024,Vinho de mesa
Canadá,4320,35179,2024,Vinho de mesa
Catar,-,-,2024,Vinho de mesa
"Cayman, Ilhas",180,591,2024,Vinho de mesa
Chile,-,-,2024,Vinho de mesa
China,34231,182595,2024,Vinho de mesa
Chipre,988,4308,2024,Vinho de mesa
Cingapura,-,-,2024,Vinho de mesa
"Cocos (Keeling), Ilhas",-,-,2024,Vinho de mesa
Colômbia,-,-,2024,Vinho de mesa
Comores,-,-,2024,Vinho de mesa
Congo,2340,3753,2024,Vinho de mesa
"Coreia, Republica Sul",173,1050,2024,Vinho de mesa
Costa do Marfim,-,-,2024,Vinho de mesa
Costa Rica,-,-,2024,Vinho de mesa
Coveite (Kuweit),16,72,2024,Vinho de mesa
Croácia,23,44,2024,Vinho de mesa
Cuba,-,-,2024,Vinho de mesa
Curaçao,25146,50990,2024,Vinho de mesa
Dinamarca,11,185,2024,Vinho de mesa
Dominica,947,4545,2024,Vinho de mesa
El Salvador,-,-,2024,Vinho de mesa
Emirados Arabes Unidos,1688,8253,2024,Vinho de mesa
Equador,-,-,2024,Vinho de mesa
"Eslovaca, Republica",-,-,2024,Vinho de mesa
Espanha,191,2062,2024,Vinho de mesa
Estados Unidos,310410,648724,2024,Vinho de mesa
Estônia,-,-,2024,Vinho de mesa
Filipinas,11514,27378,2024,Vinho de mesa
Finlândia,-,-,2024,Vinho de mesa
França,3729,29768,2024,Vinho de mesa
Gabão,5,18,2024,Vinho de mesa
Gana,54828,91317,2024,Vinho de mesa
Gibraltar,5,13,2024,Vinho de mesa
Granada,-,-,2024,Vinho de mesa
Grécia,617,2051,2024,Vinho de mesa
Guatemala,7957,14268,2024,Vinho de mesa
Guiana,115884,349244,2024,Vinho de mesa
Guiana Francesa,-,-,2024,Vinho de mesa
Guine Bissau,-,-,2024,Vinho de mesa
Guine Equatorial,2250,4279,2024,Vinho de mesa
Haiti,450690,713158,2024,Vinho de mesa
Honduras,-,-,2024,Vinho de mesa
Hong Kong,6696,30490,2024,Vinho de mesa
Hungria,14,27,2024,Vinho de mesa
Ilha de Man,124,587,2024,Vinho de mesa
Ilhas Virgens,-,-,2024,Vinho de mesa
Índia,-,-,2024,Vinho de mesa
Indonésia,-,-,2024,Vinho de mesa
Irã,-,-,2024,Vinho de mesa
Iraque,-,-,2024,Vinho de mesa
Irlanda,32,132,2024,Vinho de mesa
Itália,2431,11642,2024,Vinho de mesa
Jamaica,-,-,2024,Vinho de mesa
Japão,29320,66956,2024,Vinho de mesa
Jordânia,-,-,2024,Vinho de mesa
Letônia,33273,144229,2024,Vinho de mesa
Líbano,-,-,2024,Vinho de mesa
Libéria,12024,38576,2024,Vinho de mesa
Luxemburgo,72,832,2024,Vinho de mesa
Macau,-,-,2024,Vinho de mesa
Malásia,-,-,2024,Vinho de mesa
Malavi,-,-,2024,Vinho de mesa
Malta,6302,16586,2024,Vinho de mesa
"Marshall, Ilhas",5628,23195,2024,Vinho de mesa
Martinica,-,-,2024,Vinho de mesa
Mauritânia,-,-,2024,Vinho de mesa
México,2277,7938,2024,Vinho de mesa
Moçambique,-,-,2024,Vinho de mesa
Montenegro,-,-,2024,Vinho de mesa
Namíbia,-,-,2024,Vinho de mesa
Nicarágua,-,-,2024,Vinho de mesa
Nigéria,808,2052,2024,Vinho de mesa
Noruega,309,2185,2024,Vinho de mesa
Nova Caledônia,-,-,2024,Vinho de mesa
Nova Zelândia,-,-,2024,Vinho de mesa
Omã,-,-,2024,Vinho de mesa
Países Baixos,3074,22785,2024,Vinho de mesa
Palau,30,320,2024,Vinho de mesa
Panamá,121432,97549,2024,Vinho de mesa
Paraguai,3705268,5121857,2024,Vinho de mesa
Peru,-,-,2024,Vinho de mesa
Pitcairn,-,-,2024,Vinho de mesa
Polônia,-,-,2024,Vinho de mesa
Porto Rico,-,-,2024,Vinho de mesa
Portugal,26340,50923,2024,Vinho de mesa
Quênia,-,-,2024,Vinho de mesa
Reino Unido,14780,106713,2024,Vinho de mesa
República Dominicana,-,-,2024,Vinho de mesa
Rússia,56,338,2024,Vinho de mesa
São Cristóvão e Névis,-,-,2024,Vinho de mesa
São Tomé e Príncipe,-,-,2024,Vinho de mesa
São Vicente e Granadinas,-,-,2024,Vinho de mesa
Senegal,-,-,2024,Vinho de mesa
Serra Leoa,36608,68151,2024,Vinho de mesa
Sérvia,10482,25379,2024,Vinho de mesa
Singapura,4141,20048,2024,Vinho de mesa
Suazilândia,-,-,2024,Vinho de mesa
Suécia,-,-,2024,Vinho de mesa
Suíça,2350,23791,2024,Vinho de mesa
Suriname,27900,71483,2024,Vinho de mesa
Tailândia,266,1910,2024,Vinho de mesa
Taiwan (Formosa),-,-,2024,Vinho de mesa
Tanzânia,3,35,2024,Vinho de mesa
"Tcheca, República",2273,20973,2024,Vinho de mesa
Togo,27630,48070,2024,Vinho de mesa
Toquelau,-,-,2024,Vinho de mesa
Trinidade Tobago,64,199,2024,Vinho de mesa
Tunísia,-,-,2024,Vinho de mesa
Turquia,216,540,2024,Vinho de mesa
Tuvalu,-,-,2024,Vinho de mesa
Uruguai,36729,62325,2024,Vinho de mesa
Vanuatu,-,-,2024,Vinho de mesa
Venezuela,122922,199418,2024,Vinho de mesa
Vietnã,16,41,2024,Vinho de mesa
